station,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
52GQ6,4.266748853106667,4.266748853106667,1.9469630688933337,3.8939261377866665,1.11846814596,0.0,0.0,0.0,0.0,0.0,1.11846814596,1.9469630688933337,1.5741403535733334,1.11846814596,5.758039714386668,5.012394283746667,4.639571568426668,6.213711921999999,5.012394283746667,5.012394283746667,4.266748853106667,6.130862429706667,6.586534637320001,5.758039714386666
69052,0.0,2.23693629192,0.0,1.11846814596,2.0988538047644445,0.0,1.5741403535733334,0.0,0.0,1.5741403535733334,1.5741403535733334,1.11846814596,1.5741403535733334,0.0,0.0,5.758039714386666,6.9593573526400005,8.82347092924,9.25843076378,12.303149605560002,13.421617751520001,5.385216999066667,5.385216999066667,7.33218006796
72201,10.314761790520002,10.314761790520002,9.19629364456,10.314761790520002,6.95935735264,5.840889206680001,5.840889206680001,6.95935735264,6.95935735264,9.19629364456,11.43322993648,8.077825498600001,6.95935735264,10.314761790520002,10.314761790520002,10.314761790520002,12.7381094401,10.314761790520002,8.077825498600001,11.43322993648,9.19629364456,6.95935735264,5.840889206680001,6.95935735264
72202,11.43322993648,9.19629364456,8.077825498600001,6.95935735264,0.0,3.3554044378800003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3554044378800003,3.3554044378800003,0.0,4.72242106072,10.314761790520002,5.840889206680001,8.077825498600001,10.314761790520002,6.95935735264,5.840889206680001
72203,8.077825498600001,8.077825498600001,11.43322993648,8.077825498600001,5.840889206680001,5.840889206680001,3.3554044378800003,0.0,3.3554044378800003,0.0,4.72242106072,4.72242106072,0.0,5.840889206680001,5.840889206680001,5.840889206680001,4.72242106072,5.840889206680001,8.077825498600001,6.95935735264,10.314761790520002,8.077825498600001,8.077825498600001,6.95935735264
72204,9.19629364456,5.840889206680001,6.95935735264,4.72242106072,0.0,4.72242106072,5.840889206680001,0.0,3.3554044378800003,3.3554044378800003,4.72242106072,0.0,3.3554044378800003,3.3554044378800003,5.840889206680001,8.077825498600001,5.840889206680001,4.72242106072,4.72242106072,8.077825498600001,9.19629364456,6.95935735264,8.077825498600001,6.95935735264
72205,6.95935735264,4.72242106072,4.72242106072,4.72242106072,3.3554044378800003,4.72242106072,3.3554044378800003,3.3554044378800003,3.3554044378800003,0.0,0.0,0.0,0.0,0.0,4.72242106072,3.3554044378800003,3.3554044378800003,3.3554044378800003,3.3554044378800003,6.95935735264,0.0,0.0,5.840889206680001,4.72242106072
72206,4.72242106072,4.72242106072,3.3554044378800003,3.3554044378800003,0.0,0.0,3.3554044378800003,0.0,0.0,0.0,3.3554044378800003,0.0,0.0,0.0,5.840889206680001,10.314761790520002,9.19629364456,9.19629364456,11.43322993648,9.19629364456,10.314761790520002,10.314761790520002,8.077825498600001,4.72242106072
72210,9.25843076378,7.33218006796,5.758039714386666,5.012394283746667,6.213711922000001,4.556722076133334,3.8939261377866665,5.012394283746667,5.468066491360001,6.586534637320001,6.213711922000002,5.012394283746667,3.0654312148533336,5.012394283746667,4.266748853106667,5.385216999066667,6.213711922000001,8.0778254986,8.0778254986,8.45064821392,9.25843076378,8.077825498600001,7.705002783280001,7.70500278328
72211,3.3554044378800003,4.72242106072,0.0,4.72242106072,3.3554044378800003,4.72242106072,6.95935735264,4.72242106072,3.3554044378800003,4.72242106072,3.3554044378800003,3.3554044378800003,0.0,4.72242106072,6.95935735264,5.840889206680001,3.3554044378800003,4.72242106072,9.19629364456,9.19629364456,8.077825498600001,10.314761790520002,11.43322993648,6.95935735264
72212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72242106072,6.95935735264,5.840889206680001,4.72242106072,11.43322993648,11.43322993648,11.43322993648,9.19629364456,9.19629364456,5.840889206680001
